uid,literate,attended_school,highest_school_lvl,preschool,now_enrolled,now_attending,past_enrolled,past_attending,now_not_attend_reason,now_not_enroll_reason,past_not_attend_reason,past_not_enroll_reason,finish_school_age,younger_19,public_private_school,school_transportation_time,school_transportation_vehicle,school_transportation_cost,school_expenses,poverty_score
132_8_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
241_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
269_2_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
285_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
296_10_1,True,1,2.0,3.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
392_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
429_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
467_11_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
548_6_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
549_1_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
550_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
672_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
802_5_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
473_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
509_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,7.0
522_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,5.0
130_7_2,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,7.0
12_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
61_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
65_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
132_2_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
186_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
272_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
342_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
367_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
378_10_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
388_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
396_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
416_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,8.0
421_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
422_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
429_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
432_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
477_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
657_7_1,False,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
240_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
423_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,6.0
604_8_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
778_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
422_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,5.0
62_3_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
260_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
263_1_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
269_6_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
410_8_1,True,1,2.0,0.0,2.0,,2.0,,,12.0,,2.0,18.0,2.0,,,,,,6.0
412_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
467_12_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
497_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
497_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
628_10_3,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
705_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
716_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
257_12_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
777_4_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
280_5_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,8.0
785_1_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
63_5_2,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
154_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
253_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
263_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
274_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
492_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
588_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
794_5_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
374_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,7.0
516_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
168_10_2,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
173_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
262_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
371_2_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
410_1_1,True,1,2.0,1.0,2.0,,2.0,,,12.0,,2.0,18.0,2.0,,,,,,7.0
426_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
716_3_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
804_1_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
264_7_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
428_1_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,6.0
662_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
335_8_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,4.0
342_8_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,4.0
3_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
85_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
365_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
604_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
794_2_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
794_12_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
524_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
544_4_2,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
588_11_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,1.0
589_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
335_4_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,6.0
64_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,5.0
632_7_1,True,1,4.0,1.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,4.0
169_9_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
255_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
372_7_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
392_4_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
473_10_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
493_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
496_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
522_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
654_8_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
672_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
720_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
777_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
804_2_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
805_9_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
805_11_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
597_5_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
434_10_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,8.0
492_4_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,7.0
814_1_2,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,4.0
491_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,7.0
45_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
196_2_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
270_9_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
364_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
374_6_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
435_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
570_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
606_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
607_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
794_7_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
829_6_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
414_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,7.0
548_8_2,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
603_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,7.0
544_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,1.0
772_10_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,5.0
5_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
59_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
85_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
240_6_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
264_10_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
341_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
443_2_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
496_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
589_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
632_6_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
746_7_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
788_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
243_3_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
364_8_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
421_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,7.0
706_4_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,5.0
102_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,5.0
389_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,4.0
186_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
46_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
61_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
134_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
251_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
263_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
342_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
384_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
388_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
396_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
416_4_1,True,1,1.0,0.0,2.0,,2.0,,,12.0,,2.0,14.0,2.0,,,,,,7.0
421_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
605_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
834_1_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
362_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
495_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
546_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
549_9_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
553_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
63_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
133_2_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
183_7_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
269_5_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
341_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
392_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
424_5_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
550_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
552_8_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
654_5_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
756_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
829_10_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
130_5_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,6.0
425_6_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
596_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,6.0
672_4_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
774_7_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
281_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,9.0
443_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
606_3_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
1_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
3_5_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
71_6_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,2.0,14.0,2.0,,,,,,5.0
165_8_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
375_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
425_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
493_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
608_11_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
830_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
834_2_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
240_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
2_5_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,2.0
4_1_1,True,1,2.0,0.0,2.0,,2.0,,,1.0,,2.0,18.0,2.0,,,,,,5.0
47_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
49_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
271_5_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
391_7_1,True,1,4.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
435_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
591_11_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
655_1_1,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
719_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
719_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
731_11_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
756_12_3,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
828_5_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
427_2_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,8.0
439_1_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,5.0
2_9_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
64_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
86_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
175_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
240_10_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
260_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
260_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
284_11_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,8.0
398_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
502_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
588_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
595_5_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
595_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
799_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
829_7_2,True,1,1.0,0.0,1.0,2.0,2.0,,2.0,,,2.0,14.0,2.0,,,,,,6.0
86_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
265_3_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,5.0
783_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,7.0
391_8_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,7.0
5_8_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
171_9_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
197_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
262_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
367_11_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
433_6_1,True,1,2.0,0.0,2.0,,2.0,,,12.0,,2.0,18.0,2.0,,,,,,7.0
442_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
497_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
716_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
808_10_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
828_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
244_2_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,7.0
364_3_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
42_5_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,3.0
632_2_2,True,1,6.0,2.0,2.0,,2.0,,,2.0,,2.0,21.0,2.0,,,,,,5.0
594_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,8.0
443_4_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,6.0
426_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,4.0
832_9_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
154_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,4.0
