uid,highest_school_lvl,preschool,school_transportation_time,school_transportation_cost,school_expenses,not_attend_reason,school_type_1.0,school_type_3.0,transport_2.0,transport_4.0,transport_5.0,sex,age,time_away,lives_with_partner,lives_with_parent,parents_education,num_parents_alive
186_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,1.0,2
272_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,1.0,1
342_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,2.0,1
367_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,0
378_10_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,2.0,1
388_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,1
396_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,3.0,1
416_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,1.0,0
421_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,0
422_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,0
429_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,1
432_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,False,False,2.0,0
477_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,2.0,1
657_7_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,True,2.145104895104895,0
240_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,1.0,0
423_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,1
604_8_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,0
778_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,False,False,2.0,0
422_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,0
62_3_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,1.0,1
260_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,True,2.145104895104895,0
263_1_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,True,2.145104895104895,0
269_6_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,1.0,2
410_8_1,2,0.0,40.0,0.0,732169.0,2,False,False,False,False,False,1,49,0,True,False,1.5,1
412_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,0
467_12_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,True,2.145104895104895,0
497_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,1.5,1
497_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.5,1
628_10_3,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,False,False,3.0,1
705_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,2.0,0
716_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.5,1
257_12_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,2.0,2
777_4_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,1.0,0
280_5_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,False,1.0,1
785_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,1.5,1
63_5_2,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,2.0,2
154_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,2.0,0
253_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,8.5,1
263_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,1.5,1
274_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,1.0,1
492_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,1.5,0
588_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,1.0,2
794_5_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,1.0,1
374_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,2.0,1
516_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,2.0,1
168_10_2,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,3.0,0
173_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,False,True,2.145104895104895,0
262_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,2.5,1
371_2_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,True,2.145104895104895,0
410_1_1,2,1.0,40.0,0.0,732169.0,2,False,False,False,False,False,1,50,0,True,False,1.0,0
426_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,2.0,2
716_3_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,2.0,0
804_1_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,1.0,1
264_7_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,False,False,2.0,1
428_1_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,50,0,True,False,1.0,2
662_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,3.0,2
335_8_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,2.0,2
342_8_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,50,0,True,False,2.0,0
3_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.0,1
85_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,3.0,0
365_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,1.0,1
604_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,True,2.145104895104895,0
794_2_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,True,2.145104895104895,0
794_12_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,1.5,1
524_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,True,2.145104895104895,0
544_4_2,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,True,False,2.0,0
588_11_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.0,2
589_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.0,1
335_4_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.0,2
64_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,False,True,2.145104895104895,0
632_7_1,4,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.5,0
169_9_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,True,False,3.0,1
255_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.0,0
372_7_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,False,False,2.0,0
392_4_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.0,2
473_10_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,1.5,0
493_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,1.5,1
496_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.5,0
522_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,3.0,0
654_8_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,1.0,1
672_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,3.0,1
720_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,6,False,False,2.0,0
777_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,True,False,1.5,0
804_2_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,True,False,1.0,0
805_9_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,True,False,2.0,1
805_11_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,True,False,2.0,1
597_5_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,3.5,1
434_10_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,3.0,2
492_4_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,51,0,True,False,2.0,0
814_1_2,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,51,0,True,False,1.5,0
491_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.5,0
45_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.5,0
196_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,True,2.145104895104895,0
270_9_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,2.0,1
364_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,1
374_6_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,2.0,0
435_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,1
570_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,2.0,1
606_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.0,0
607_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.0,0
794_7_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.5,2
829_6_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,2.5,1
414_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,1
548_8_2,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,2.0,2
603_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,2,False,True,2.145104895104895,0
544_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.5,1
772_10_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,1
5_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,10.0,0
59_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.5,1
85_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,3.0,0
240_6_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,2
264_10_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,2.0,0
341_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,1
443_2_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.0,0
496_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.5,1
589_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.5,1
632_6_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,10.0,0
746_7_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,2.5,1
788_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.5,0
243_3_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,1.0,0
364_8_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,1
421_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.0,0
706_4_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,52,0,True,False,3.5,0
102_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,2.5,0
389_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,52,0,True,False,3.0,0
186_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,False,False,2.5,0
46_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.5,0
61_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.0,1
134_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,True,True,2.145104895104895,0
251_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,True,2.145104895104895,0
263_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,1
342_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,1
384_12_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,0
388_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,0
396_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.5,0
416_4_1,1,0.0,40.0,0.0,732169.0,2,False,False,False,False,False,1,53,0,True,False,2.0,0
421_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,0
605_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,1
834_1_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,0
362_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.0,0
495_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.0,1
546_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,3.0,0
549_9_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,True,False,2.0,0
553_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,0
63_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,1
133_2_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,True,False,3.0,0
183_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.0,2
269_5_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,7.0,0
341_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,0
392_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,False,False,1.0,0
424_5_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,True,False,1.0,2
550_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,False,False,2.0,1
552_8_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,0
654_5_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.0,1
756_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,1
829_10_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.5,1
130_5_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,True,False,3.0,2
425_6_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,2
596_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,2.0,1
672_4_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,4.5,0
774_7_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,53,0,True,False,1.5,0
281_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.0,0
443_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,False,1.5,0
606_3_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,53,0,True,True,2.145104895104895,0
1_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,4.0,0
3_5_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,4.0,0
71_6_1,1,0.0,40.0,0.0,732169.0,3,False,False,False,False,False,1,54,0,True,False,1.0,1
165_8_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,54,0,True,False,2.0,0
375_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,54,0,True,False,2.0,1
425_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,1.5,2
493_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,1.5,1
608_11_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,1.5,0
830_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,54,0,True,False,3.5,2
834_2_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,1.5,0
240_12_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,True,2.145104895104895,0
2_5_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.5,0
4_1_1,2,0.0,40.0,0.0,732169.0,3,False,False,False,False,False,1,54,0,True,False,10.0,0
47_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.0,0
49_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.5,0
271_5_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,54,0,True,False,3.0,1
391_7_1,4,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.0,0
435_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.0,1
591_11_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.0,2
655_1_1,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.0,0
719_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,False,False,3.0,0
719_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.5,0
731_11_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,2.5,2
756_12_3,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,54,0,True,False,2.0,1
828_5_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,54,0,True,False,1.5,1
427_2_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,54,0,True,False,1.0,1
439_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,55,0,True,False,1.0,0
2_9_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,0
64_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,1.0,0
86_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,3.0,0
175_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,55,0,True,False,2.5,2
240_10_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,1.0,0
260_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,3.0,1
260_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,0
284_11_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,1.5,1
398_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,True,2.145104895104895,0
502_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,1.0,1
588_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,2
595_5_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,55,0,True,False,10.0,1
595_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,10.0,0
799_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,1
829_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,55,0,True,False,3.0,0
86_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,3.0,0
265_3_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,1
783_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,0
391_8_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.5,1
5_8_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,False,False,6.0,0
171_9_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,55,0,True,False,1.0,0
197_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,1.0,0
262_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.5,1
367_11_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,0
433_6_1,2,0.0,40.0,0.0,732169.0,2,False,False,False,False,False,1,55,0,True,False,2.0,1
442_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,1.5,1
497_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,1
716_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,0
808_10_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,55,0,True,False,1.0,0
828_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,3.0,2
244_2_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,0
364_3_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,1
42_5_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,2
632_2_2,5,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,55,0,True,False,2.5,0
594_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,1
443_4_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,55,0,True,False,2.0,0
426_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.0,1
832_9_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,True,False,2.5,0
154_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,1
61_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,False,False,1.0,1
106_11_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.0,1
173_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,False,True,2.145104895104895,0
198_8_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,True,False,2.0,2
263_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,1,True,False,1.5,0
283_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,False,False,1.0,0
421_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,0
653_4_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.0,0
656_7_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,False,False,1.0,0
785_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,False,False,1.5,1
789_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,0
834_3_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.5,0
77_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.5,1
267_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.0,0
535_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.5,0
552_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,1
339_5_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,3.5,1
391_1_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,0
123_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,True,2.145104895104895,0
248_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.5,0
254_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.0,1
254_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.5,0
411_1_1,2,1.0,40.0,0.0,732169.0,2,False,False,False,False,False,2,56,0,False,False,2.0,0
434_1_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,0
437_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.5,0
548_12_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,False,False,2.5,0
591_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.5,1
654_6_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.0,0
805_2_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,True,False,1.5,1
812_8_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,True,False,1.5,0
