uid,poverty_score,sex,family_role,age,marital_status,spouse_lives,time_away,lives_with_mom,moms_education,mom_alive,lives_with_dad,dad_education,dad_alive
375_3_4,6.0,2,9,29,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
375_5_2,6.0,2,2,35,1.0,1.0,0,2,5.0,1.0,2,9.0,1.0
375_6_3,3.0,2,4,32,5.0,,0,1,,,1,,
375_7_2,3.0,2,2,54,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
375_8_2,8.0,2,2,60,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
375_9_1,3.0,1,1,37,1.0,1.0,0,2,2.0,2.0,2,3.0,1.0
376_3_2,4.0,2,2,72,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
376_5_4,6.0,2,9,28,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
376_6_2,3.0,2,2,42,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
377_1_1,7.0,1,1,75,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
377_4_1,3.0,1,1,63,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
377_5_4,2.0,2,9,32,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
377_6_1,2.0,1,1,46,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
377_7_2,2.0,2,2,24,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
377_8_3,5.0,2,9,32,1.0,2.0,0,2,2.0,1.0,2,2.0,1.0
378_1_2,2.0,2,2,31,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
378_2_2,5.0,2,2,47,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
378_3_2,2.0,2,2,36,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
378_4_1,3.0,1,1,35,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
378_6_2,2.0,2,2,39,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
378_9_2,8.0,2,2,44,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
378_10_2,2.0,2,2,49,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
379_1_1,2.0,1,1,38,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
379_2_1,3.0,1,1,53,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
379_3_1,8.0,1,1,38,1.0,1.0,0,1,,,1,,
379_5_1,3.0,1,1,48,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
379_6_1,4.0,1,1,39,1.0,1.0,0,2,3.0,2.0,2,4.0,1.0
379_7_1,1.0,1,1,40,1.0,1.0,0,1,,,2,3.0,2.0
379_8_1,4.0,1,1,67,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
380_8_1,3.0,1,1,38,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
380_10_1,5.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
381_1_1,2.0,1,1,52,1.0,1.0,0,2,5.0,1.0,2,2.0,1.0
381_2_1,1.0,1,1,65,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
381_4_1,6.0,1,1,37,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
381_7_1,4.0,1,1,60,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
381_9_1,4.0,1,1,59,1.0,1.0,0,2,3.0,2.0,2,5.0,2.0
382_1_3,10.0,2,2,31,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
382_2_3,4.0,2,4,20,5.0,,0,1,,,1,,
382_4_2,4.0,2,2,39,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
382_7_1,2.0,1,1,47,1.0,1.0,0,2,3.0,1.0,2,8.0,2.0
382_8_1,1.0,1,1,51,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
383_1_2,3.0,2,2,39,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
383_4_1,4.0,1,1,61,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
383_7_5,1.0,1,4,16,5.0,,0,1,,,1,,
383_8_1,3.0,1,1,57,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
384_1_1,3.0,1,1,61,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
384_3_1,3.0,1,1,61,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
384_4_1,2.0,1,1,48,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
384_7_2,3.0,1,4,29,5.0,,0,1,,,2,2.0,2.0
384_12_1,3.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
385_2_2,3.0,2,2,63,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
385_7_1,3.0,1,1,25,5.0,,0,2,2.0,2.0,2,2.0,2.0
385_8_1,3.0,1,1,33,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
385_10_1,4.0,1,1,81,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
385_11_1,3.0,1,1,34,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
385_12_1,3.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
386_4_1,3.0,1,1,39,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
388_1_1,4.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
388_2_1,2.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
388_3_1,4.0,1,1,49,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
388_4_1,3.0,1,1,58,1.0,1.0,2,2,1.0,1.0,2,2.0,2.0
388_6_1,3.0,1,1,63,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
388_7_1,3.0,1,1,39,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
388_8_1,3.0,1,1,36,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
389_1_1,4.0,1,1,52,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
389_3_1,2.0,1,1,33,1.0,1.0,0,1,,,2,2.0,2.0
389_5_1,4.0,1,1,42,1.0,1.0,0,2,2.0,1.0,2,5.0,1.0
390_2_1,3.0,1,1,46,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
391_1_1,2.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
391_5_1,5.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
391_7_1,4.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
391_8_1,7.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
392_2_1,2.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
392_4_1,5.0,1,1,51,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
392_5_1,3.0,2,1,53,1.0,2.0,0,2,1.0,2.0,2,1.0,2.0
392_6_1,3.0,1,1,31,1.0,1.0,0,2,3.0,1.0,2,5.0,1.0
392_7_1,2.0,1,1,48,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
392_8_1,5.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
394_1_2,5.0,2,2,28,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
394_2_2,3.0,2,2,33,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
394_3_1,2.0,1,1,58,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
394_7_1,2.0,1,1,37,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
394_10_1,5.0,1,1,44,1.0,1.0,0,1,,,1,,
394_11_1,4.0,1,1,36,1.0,1.0,0,1,,,2,3.0,2.0
395_1_2,5.0,2,2,61,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
395_3_1,4.0,1,1,45,1.0,1.0,0,1,,,1,,
395_4_1,5.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
395_5_2,3.0,2,2,48,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
395_8_1,3.0,1,1,35,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
396_1_1,2.0,1,1,49,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
396_2_1,3.0,1,1,47,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
396_3_1,3.0,1,1,53,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
396_4_1,2.0,1,1,44,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
396_6_1,3.0,1,1,34,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
397_1_1,6.0,1,1,46,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
397_3_1,6.0,1,1,46,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
397_4_1,5.0,1,1,42,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
397_8_1,5.0,1,1,44,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
397_9_1,4.0,2,1,42,4.0,,0,2,3.0,1.0,2,3.0,2.0
397_10_1,6.0,1,1,31,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
398_3_1,3.0,1,1,55,1.0,1.0,0,1,,,2,2.0,2.0
398_5_1,6.0,1,1,63,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
398_6_1,4.0,1,1,39,1.0,2.0,0,2,2.0,2.0,2,2.0,1.0
398_7_1,4.0,1,1,28,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
398_8_1,6.0,1,1,68,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
398_9_1,5.0,1,1,59,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
402_1_4,9.0,2,9,30,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
403_3_3,6.0,1,4,22,5.0,,0,1,,,2,3.0,2.0
403_8_3,7.0,1,4,37,5.0,,2,1,,,1,,
410_1_1,7.0,1,1,50,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
410_8_1,6.0,1,1,49,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
411_1_1,6.0,2,1,56,4.0,,0,2,2.0,2.0,2,2.0,2.0
411_2_1,5.0,1,1,45,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
411_4_1,7.0,1,1,48,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
411_8_1,4.0,1,1,67,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
412_2_1,6.0,1,1,49,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
412_3_1,7.0,1,1,38,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
412_4_1,4.0,1,1,78,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
412_6_1,5.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
413_3_1,5.0,2,1,74,4.0,,0,2,1.0,2.0,2,1.0,2.0
413_5_1,6.0,1,1,78,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
414_1_1,5.0,1,1,66,4.0,,0,2,1.0,2.0,2,1.0,2.0
414_3_1,5.0,1,1,46,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
414_4_1,6.0,1,1,72,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
414_6_1,6.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
414_7_1,6.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
414_8_1,7.0,1,1,52,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
415_1_1,4.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
415_10_1,6.0,1,1,36,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
416_1_1,7.0,2,1,69,4.0,,0,2,1.0,2.0,2,1.0,2.0
416_3_1,8.0,1,1,49,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
416_4_1,7.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
416_5_1,4.0,1,1,42,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
421_1_1,3.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
421_2_1,6.0,1,1,46,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
421_3_1,5.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
421_4_1,5.0,1,1,49,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
421_6_1,6.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
421_7_1,7.0,1,1,52,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
421_8_1,6.0,1,1,33,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
422_4_1,6.0,1,1,40,1.0,1.0,3,2,2.0,1.0,2,2.0,2.0
422_5_1,5.0,1,1,49,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
422_6_1,5.0,1,1,49,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
423_1_1,5.0,1,1,46,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
423_3_1,5.0,1,1,36,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
423_4_1,6.0,1,1,49,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
423_5_2,3.0,2,2,41,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
423_6_1,5.0,1,1,42,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
423_7_1,4.0,2,1,46,4.0,,0,2,4.0,2.0,2,2.0,2.0
423_9_1,5.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
424_2_2,3.0,2,2,47,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
424_3_1,6.0,1,1,32,1.0,1.0,0,1,,,2,3.0,2.0
424_5_2,4.0,2,2,53,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
424_6_1,6.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
424_9_2,5.0,2,2,40,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
425_2_1,2.0,2,1,74,4.0,,0,2,1.0,2.0,2,1.0,2.0
425_3_1,2.0,2,1,65,4.0,,0,2,1.0,2.0,2,1.0,2.0
425_6_1,4.0,1,1,53,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
425_7_1,5.0,1,1,54,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
425_9_1,4.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
426_1_1,6.0,1,1,61,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
426_2_1,4.0,1,1,78,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
426_3_1,6.0,1,1,67,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
426_4_1,5.0,1,1,48,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
426_5_1,4.0,1,1,56,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
426_7_1,6.0,1,1,52,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
426_8_1,5.0,1,1,50,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
427_1_1,4.0,1,1,63,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
427_2_1,8.0,1,1,54,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
427_6_1,5.0,1,1,24,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
427_7_1,5.0,1,1,75,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
427_8_1,3.0,1,1,69,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
428_1_2,6.0,2,2,50,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
428_3_1,5.0,1,1,76,4.0,,0,2,1.0,2.0,2,1.0,2.0
428_5_1,7.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
428_10_1,4.0,2,1,72,4.0,,0,2,1.0,2.0,2,1.0,2.0
429_1_1,6.0,1,1,70,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
429_2_1,6.0,1,1,57,1.0,2.0,0,2,1.0,1.0,2,1.0,2.0
429_3_1,5.0,1,1,71,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
429_4_1,6.0,1,1,49,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
429_5_1,5.0,1,1,39,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
429_6_1,5.0,1,1,43,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
429_7_1,6.0,2,1,72,1.0,2.0,0,2,1.0,2.0,2,1.0,2.0
429_8_1,5.0,1,1,48,1.0,1.0,0,1,,,1,,
430_11_2,4.0,2,2,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
432_1_1,6.0,1,1,44,1.0,1.0,0,1,,,2,2.0,2.0
432_5_1,7.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
432_8_1,4.0,1,1,63,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
432_9_1,5.0,2,1,49,2.0,2.0,0,2,2.0,2.0,2,2.0,2.0
433_1_1,3.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,9.0,1.0
433_2_1,4.0,1,1,58,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
433_5_1,9.0,1,1,64,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
433_6_1,7.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
433_7_1,4.0,1,1,42,1.0,2.0,0,2,2.0,1.0,2,2.0,1.0
434_1_1,5.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
434_3_1,6.0,1,1,58,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
434_6_1,7.0,1,1,44,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
434_8_1,3.0,1,1,40,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
434_9_1,5.0,1,1,62,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
434_10_1,8.0,1,1,51,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
435_1_1,3.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
435_3_1,6.0,1,1,61,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
435_5_1,5.0,1,1,44,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
435_8_1,4.0,1,1,52,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
435_9_1,5.0,1,1,35,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
436_1_1,4.0,1,1,42,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
436_5_1,3.0,1,1,69,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
436_7_1,4.0,1,1,33,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
437_2_1,4.0,1,1,30,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
437_3_1,5.0,2,1,56,1.0,2.0,0,2,1.0,1.0,2,2.0,2.0
437_8_1,4.0,1,1,70,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
437_9_1,4.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
438_9_4,6.0,2,4,23,5.0,,0,1,,,1,,
439_1_2,5.0,2,2,55,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
439_4_2,5.0,2,2,63,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
439_7_2,4.0,2,2,60,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
440_1_1,5.0,1,1,39,1.0,2.0,0,1,,,2,2.0,2.0
440_3_1,6.0,1,1,73,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
440_5_1,6.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
440_6_1,5.0,2,1,65,4.0,,0,2,2.0,2.0,2,2.0,2.0
440_9_1,4.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
441_2_3,4.0,1,4,19,5.0,,0,1,,,1,,
442_1_1,6.0,1,1,68,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
442_2_1,5.0,1,1,40,1.0,1.0,0,1,,,2,2.0,2.0
442_3_1,4.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
443_1_1,5.0,1,1,53,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
443_2_1,1.0,1,1,52,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
443_3_1,4.0,1,1,80,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
443_4_1,6.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
443_5_1,9.0,1,1,60,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
443_7_1,4.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
443_8_1,6.0,1,1,60,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
443_9_1,7.0,1,1,38,1.0,1.0,0,1,,,1,,
460_3_1,7.0,1,1,36,1.0,1.0,8,2,3.0,1.0,2,2.0,1.0
464_7_3,6.0,2,4,23,5.0,,0,1,,,1,,
467_2_1,4.0,1,1,68,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
467_3_3,4.0,1,4,34,1.0,1.0,0,1,,,1,,
467_4_2,4.0,1,4,42,1.0,1.0,0,2,2.0,2.0,1,,
467_8_4,5.0,2,9,36,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
467_9_1,3.0,1,1,65,4.0,,0,2,1.0,2.0,2,1.0,2.0
467_11_1,3.0,2,1,48,4.0,,0,2,2.0,2.0,2,1.0,2.0
467_12_1,4.0,1,1,49,1.0,1.0,0,2,5.0,2.0,1,,
473_2_1,4.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
473_6_2,5.0,2,2,41,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
473_9_1,4.0,1,1,74,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
473_10_1,4.0,1,1,51,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
477_1_1,4.0,2,1,59,4.0,,0,2,1.0,1.0,2,1.0,2.0
477_2_1,4.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
477_3_2,4.0,2,2,49,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
477_4_3,4.0,1,4,35,1.0,1.0,0,1,,,1,,
477_5_1,4.0,1,1,60,1.0,1.0,0,1,,,2,1.0,2.0
477_8_1,5.0,2,1,56,5.0,,0,2,2.0,1.0,2,2.0,1.0
477_9_1,5.0,1,1,56,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
483_2_1,7.0,1,1,62,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
486_2_1,5.0,1,1,48,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
486_3_1,6.0,1,1,49,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
486_4_1,3.0,1,1,48,1.0,1.0,0,2,4.0,1.0,2,5.0,1.0
486_8_1,4.0,1,1,37,1.0,1.0,0,2,4.0,1.0,2,4.0,1.0
487_3_1,3.0,1,1,52,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
489_8_2,2.0,2,2,60,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
491_1_1,7.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
491_2_1,7.0,1,1,41,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
491_3_1,5.0,1,1,68,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
491_4_1,7.0,1,1,52,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
491_6_1,7.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
491_8_1,7.0,1,1,58,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
492_1_2,6.0,2,2,50,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
492_2_1,7.0,1,1,35,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
492_3_1,6.0,1,1,82,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
492_4_1,7.0,1,1,51,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
492_5_1,5.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
492_6_1,6.0,1,1,60,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
492_7_1,7.0,1,1,48,1.0,1.0,0,2,3.0,1.0,2,1.0,2.0
492_8_1,6.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
493_1_1,7.0,1,1,57,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
493_2_1,7.0,1,1,54,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
493_3_1,5.0,1,1,67,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
493_4_1,7.0,1,1,51,1.0,1.0,0,2,1.0,2.0,2,2.0,1.0
493_5_1,7.0,1,1,68,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
493_6_1,6.0,1,1,79,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
493_7_1,7.0,1,1,40,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
493_8_1,6.0,1,1,69,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
494_8_1,8.0,1,1,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
495_1_1,5.0,1,1,53,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
495_3_1,6.0,1,1,67,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
495_4_1,7.0,1,1,40,1.0,1.0,0,2,2.0,2.0,2,9.0,2.0
495_5_1,4.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
495_7_1,5.0,1,1,47,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
495_8_1,4.0,1,1,61,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
496_1_1,6.0,1,1,60,1.0,1.0,0,2,1.0,2.0,2,2.0,1.0
496_2_1,7.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
496_3_1,6.0,1,1,83,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
496_5_1,6.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
496_6_1,7.0,1,1,51,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
496_7_1,7.0,1,1,47,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
496_8_1,8.0,1,1,52,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
497_1_1,6.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
497_4_1,6.0,1,1,75,1.0,2.0,0,2,2.0,2.0,2,1.0,2.0
497_5_1,6.0,1,1,65,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
497_6_1,7.0,1,1,49,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
497_7_1,8.0,1,1,49,1.0,1.0,0,2,2.0,2.0,2,3.0,1.0
500_3_1,3.0,1,1,29,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
502_4_1,3.0,1,1,34,1.0,1.0,3,1,,,2,2.0,2.0
502_5_1,4.0,1,1,46,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
502_7_1,3.0,1,1,36,1.0,1.0,6,2,2.0,1.0,2,2.0,1.0
502_8_1,3.0,1,1,55,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
509_1_1,6.0,1,1,36,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
509_4_1,7.0,1,1,48,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
510_2_1,5.0,2,1,48,4.0,,0,2,2.0,2.0,2,2.0,2.0
