psu,hh,idcode,Self_id,gender,family_role_group,age,age_group,marital_status,family_size_group,kids_group,structure_group,time_away,away_group,live_with_mother,mother_education,mother_education_group,mother_alive,mother_death_age,mother_current_age,live_with_father,father_education,father_education_group,father_alive,father_death_age,father_current_age,read,write,read_write,education,education_group,preschool,preschool_group,enrollment_grouping,last_schoolyear_age,under_19,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,Self_Rank
273,2,1,273_2_1,1,1,71,7,1,3,1,3,0,1,2,1,1,2,72,0,2,1,1,2,76,0,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
404,4,2,404_4_2,2,3,45,5,2,4,2,4,0,1,2,2,2,1,0,70,2,2,2,2,66,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,0,1,0,0,0,7
553,7,1,553_7_1,1,1,44,5,1,5,3,4,0,1,2,2,2,1,0,68,2,2,2,1,0,73,1,1,1,2,1,3,2,2,15,2,0,0,0,1,0,0,0,0,0,0,4
721,5,2,721_5_2,2,2,39,4,1,2,1,1,0,1,2,5,3,1,0,64,2,5,3,1,0,71,1,1,1,9,4,1,2,1,22,2,0,0,0,0,0,0,0,1,0,0,8
364,8,1,364_8_1,1,1,52,6,1,6,4,4,0,1,2,2,2,1,0,72,2,2,2,2,72,0,1,1,1,6,3,0,1,2,19,2,0,0,1,0,0,0,0,0,0,0,3
566,9,1,566_9_1,2,1,52,6,5,5,2,3,0,1,2,1,1,2,66,0,2,2,2,2,59,0,2,2,2,2,1,0,1,1,14,2,0,0,1,0,0,0,0,0,0,0,3
747,6,3,747_6_3,2,3,27,2,6,4,1,1,0,1,1,5,3,1,0,58,1,3,2,1,0,61,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
210,5,3,210_5_3,1,3,38,4,1,6,2,3,3,2,1,7,4,1,0,62,1,7,4,1,0,74,1,1,1,6,3,0,1,2,20,2,0,0,0,0,0,0,0,1,0,0,8
44,9,1,44_9_1,1,1,55,6,1,5,2,2,0,1,2,2,2,1,0,80,2,3,2,2,62,0,1,1,1,9,4,0,1,1,22,2,0,0,0,1,0,0,0,0,0,0,4
546,5,1,546_5_1,1,1,53,6,1,3,1,1,0,1,2,3,2,2,63,0,2,3,2,2,63,0,1,1,1,2,1,0,1,2,15,2,0,0,1,0,0,0,0,0,0,0,3
204,4,1,204_4_1,1,1,38,4,1,4,2,3,0,1,2,5,3,1,0,67,2,7,4,1,0,75,1,1,1,9,4,0,1,1,22,2,0,0,0,1,0,0,0,0,0,0,4
352,6,1,352_6_1,1,1,34,3,1,3,2,3,0,1,2,5,3,1,0,59,2,5,3,1,0,65,1,1,1,9,4,2,2,1,22,2,0,0,0,0,0,0,0,1,0,0,8
476,8,2,476_8_2,2,2,30,2,1,4,2,3,0,1,2,2,2,1,0,70,2,2,2,1,0,73,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
109,10,1,109_10_1,1,1,52,6,1,5,2,4,0,1,1,5,3,1,0,74,2,5,3,2,70,0,1,1,1,9,4,0,1,1,23,2,0,0,0,0,0,0,1,0,0,0,7
591,11,1,591_11_1,1,1,54,6,1,3,1,1,0,1,2,2,2,1,0,78,2,2,2,1,0,80,1,1,1,3,2,0,1,2,18,2,1,0,0,0,0,0,0,0,0,0,1
522,4,1,522_4_1,1,1,42,5,1,4,2,3,0,1,2,3,2,1,0,75,2,3,2,1,0,75,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
378,2,2,378_2_2,2,2,47,5,1,3,2,3,0,1,2,2,2,2,84,0,2,2,2,2,81,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,1,0,0,0,0,0,5
278,5,1,278_5_1,1,1,47,5,1,4,2,3,0,1,2,3,2,1,0,67,2,3,2,1,0,70,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
775,9,2,775_9_2,2,2,54,6,1,6,2,2,0,1,2,2,2,1,0,84,2,3,2,2,74,0,1,1,1,6,3,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
266,4,1,266_4_1,1,1,66,7,1,5,2,2,0,1,2,3,2,2,56,0,2,3,2,2,55,0,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
736,7,1,736_7_1,1,1,44,5,1,4,2,3,0,1,2,5,3,1,0,73,2,5,3,1,0,73,1,1,1,9,4,2,2,1,22,2,0,0,0,0,0,0,0,1,0,0,8
532,3,1,532_3_1,1,1,40,4,1,3,2,3,0,1,2,1,1,1,0,67,2,1,1,1,0,73,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
11,6,1,11_6_1,1,1,60,6,1,3,1,1,0,1,2,1,1,2,94,0,2,1,1,2,92,0,1,1,1,3,2,1,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
438,9,4,438_9_4,2,3,23,1,6,5,2,2,0,1,1,6,3,1,0,54,1,3,2,1,0,56,1,1,1,6,3,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
235,6,1,235_6_1,2,1,54,6,2,4,1,1,0,1,2,1,1,2,88,0,2,1,1,2,85,0,1,1,1,9,4,1,2,1,22,2,0,0,0,1,0,0,0,0,0,0,4
658,4,1,658_4_1,1,1,49,5,1,4,2,3,0,1,2,2,2,1,0,87,2,2,2,2,80,0,1,1,1,9,4,1,2,1,22,2,1,0,0,0,0,0,0,0,0,0,1
331,3,1,331_3_1,1,1,38,4,1,5,3,4,0,1,2,1,1,1,0,78,2,1,1,2,73,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
713,10,1,713_10_1,1,1,34,3,1,4,2,3,0,1,1,2,2,1,0,72,2,2,2,2,78,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
793,6,2,793_6_2,2,2,64,7,1,2,1,1,0,1,2,2,2,2,70,0,2,1,1,2,69,0,1,1,1,2,1,0,1,2,18,2,0,0,0,0,0,0,1,0,0,0,7
62,7,2,62_7_2,2,2,61,7,1,2,1,1,0,1,2,1,1,2,74,0,2,1,1,2,47,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
460,4,1,460_4_1,1,1,57,6,1,2,1,1,0,1,2,2,2,2,84,0,2,2,2,2,74,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
316,8,1,316_8_1,1,1,75,7,1,2,1,3,0,1,2,1,1,2,82,0,2,2,2,2,78,0,2,2,2,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
481,3,2,481_3_2,2,2,48,5,1,2,1,1,0,1,2,2,2,1,0,73,2,2,2,1,0,74,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,0,1,0,0,8
429,7,1,429_7_1,2,1,72,7,2,1,1,5,0,1,2,1,1,2,92,0,2,1,1,2,30,0,1,1,1,1,1,0,1,2,10,2,0,0,0,0,0,1,0,0,0,0,6
159,7,1,159_7_1,1,1,71,7,1,6,3,4,0,1,2,1,1,2,74,0,2,1,1,2,30,0,1,1,1,1,1,0,1,1,10,2,0,0,0,1,0,0,0,0,0,0,4
608,1,1,608_1_1,1,1,48,5,1,5,3,4,0,1,2,1,1,1,0,76,2,1,1,2,63,0,1,1,1,2,1,0,1,2,15,2,0,0,1,0,0,0,0,0,0,0,3
426,1,1,426_1_1,1,1,61,7,1,3,1,1,0,1,2,1,1,1,0,86,2,1,1,2,82,0,1,1,1,9,4,0,1,2,23,2,0,0,0,0,0,1,0,0,0,0,6
459,5,1,459_5_1,1,1,64,7,1,2,1,1,0,1,2,2,2,1,0,86,2,2,2,2,106,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,0,1,0,0,8
689,6,1,689_6_1,1,1,54,6,1,3,1,1,0,1,2,3,2,1,0,72,2,3,2,1,0,73,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
78,3,1,78_3_1,1,1,62,7,1,2,1,1,0,1,2,1,1,2,67,0,2,2,2,2,50,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
792,2,2,792_2_2,2,2,68,7,1,2,1,3,0,1,2,1,1,2,73,0,2,1,1,2,57,0,1,1,1,2,1,0,1,1,13,2,0,0,0,0,1,0,0,0,0,0,5
498,6,1,498_6_1,1,1,51,6,1,3,2,3,0,1,2,1,1,1,0,85,2,1,1,2,60,0,2,2,2,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
461,2,1,461_2_1,1,1,64,7,1,2,1,1,0,1,2,2,2,2,76,0,2,2,2,2,80,0,2,2,2,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
646,2,2,646_2_2,2,2,34,3,1,5,3,4,0,1,2,9,4,2,58,0,2,9,4,2,48,0,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
793,2,2,793_2_2,2,2,53,6,1,5,2,3,0,1,2,2,2,2,68,0,2,2,2,2,65,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,0,1,0,0,0,7
177,10,1,177_10_1,1,1,56,6,1,2,1,1,0,1,2,3,2,2,73,0,2,5,3,2,84,0,1,1,1,9,4,3,2,1,22,2,0,0,0,0,0,1,0,0,0,0,6
276,3,1,276_3_1,1,1,34,3,1,6,2,2,0,1,2,1,1,1,0,55,2,2,2,1,0,63,1,1,1,3,2,3,2,2,18,2,0,0,0,1,0,0,0,0,0,0,4
657,6,1,657_6_1,1,1,46,5,1,5,3,4,0,1,2,1,1,2,76,0,2,1,1,2,79,0,1,1,1,2,1,1,2,2,14,2,1,0,0,0,0,0,0,0,0,0,1
622,3,1,622_3_1,1,1,37,4,1,5,3,4,0,1,2,2,2,1,0,69,2,1,1,1,0,76,1,1,1,9,4,2,2,1,22,2,0,0,0,0,0,0,1,0,0,0,7
109,7,1,109_7_1,1,1,66,7,1,2,1,1,0,1,2,2,2,2,70,0,2,2,2,2,67,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
295,8,1,295_8_1,1,1,49,5,1,5,2,4,0,1,1,1,1,1,0,78,2,2,2,2,84,0,2,2,2,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
251,8,1,251_8_1,1,1,51,6,1,4,2,2,0,1,2,1,1,2,76,0,2,6,3,2,48,0,1,1,1,2,1,0,1,1,14,2,0,1,0,0,0,0,0,0,0,0,2
365,7,2,365_7_2,2,2,34,3,1,6,4,3,0,1,2,1,1,1,0,59,2,1,1,2,51,0,1,1,1,2,1,3,2,2,15,2,0,0,0,0,1,0,0,0,0,0,5
576,9,2,576_9_2,2,1,34,3,1,3,2,4,0,1,2,2,2,1,0,64,2,2,2,1,0,76,1,1,1,3,2,1,2,1,18,2,0,0,1,0,0,0,0,0,0,0,3
45,7,1,45_7_1,1,1,52,6,1,6,2,3,0,1,2,1,1,2,78,0,2,2,2,2,80,0,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
146,4,1,146_4_1,2,1,63,7,5,3,2,3,0,1,2,1,1,2,90,0,2,1,1,2,58,0,1,1,1,2,1,1,2,1,13,2,0,0,0,0,0,0,1,0,0,0,7
633,5,1,633_5_1,2,1,74,7,5,1,1,5,0,1,2,2,2,2,78,0,2,2,2,2,80,0,1,1,1,2,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
348,7,1,348_7_1,1,1,43,5,1,4,2,3,0,1,2,2,2,1,0,75,2,2,2,2,76,0,1,1,1,9,4,1,2,1,22,2,0,0,0,0,1,0,0,0,0,0,5
806,9,1,806_9_1,1,1,74,7,1,2,1,3,0,1,2,1,1,2,73,0,2,1,1,2,65,0,1,1,1,9,4,0,1,1,22,2,0,0,0,1,0,0,0,0,0,0,4
524,2,1,524_2_1,1,1,42,5,1,5,2,3,0,1,1,2,2,1,0,73,2,1,1,2,57,0,1,1,1,2,1,1,2,2,14,2,0,0,1,0,0,0,0,0,0,0,3
418,2,1,418_2_1,1,1,52,6,1,5,2,3,0,1,2,2,2,2,71,0,2,2,2,2,67,0,1,1,1,2,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
823,2,1,823_2_1,2,1,60,6,5,1,1,1,0,1,2,1,1,2,39,0,2,1,1,2,69,0,1,1,1,0,1,0,1,1,10,2,0,0,1,0,0,0,0,0,0,0,3
237,3,2,237_3_2,2,2,21,1,1,3,2,3,0,1,2,3,2,1,0,45,2,3,2,1,0,48,1,1,1,3,2,0,1,1,18,2,0,0,0,1,0,0,0,0,0,0,4
73,4,1,73_4_1,1,1,65,7,1,4,1,1,0,1,2,2,2,2,72,0,2,2,2,2,78,0,1,1,1,3,2,3,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
464,5,1,464_5_1,1,1,36,4,1,4,2,3,4,3,2,2,2,1,0,65,2,3,2,2,55,0,1,1,1,3,2,1,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
405,7,1,405_7_1,2,1,59,6,5,3,1,1,0,1,2,2,2,2,68,0,2,3,2,2,84,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
212,4,1,212_4_1,1,1,64,7,1,4,1,1,0,1,2,1,1,2,84,0,2,1,1,2,104,0,1,1,1,6,3,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
108,9,1,108_9_1,1,1,63,7,1,2,1,1,0,1,2,2,2,2,68,0,2,2,2,2,70,0,1,1,1,9,4,1,2,1,23,2,0,0,1,0,0,0,0,0,0,0,3
564,2,1,564_2_1,1,1,45,5,1,4,2,3,2,2,2,3,2,1,0,64,2,3,2,1,0,67,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
511,2,1,511_2_1,1,1,50,5,1,5,2,3,0,1,2,3,2,2,70,0,2,2,2,2,80,0,1,1,1,3,2,1,2,1,18,2,0,0,0,0,0,1,0,0,0,0,6
298,6,1,298_6_1,1,1,54,6,1,4,1,1,0,1,2,2,2,2,78,0,2,2,2,2,90,0,1,1,1,9,4,3,2,1,22,2,0,0,0,0,1,0,0,0,0,0,5
298,4,1,298_4_1,1,1,49,5,1,4,2,2,0,1,2,2,2,2,50,0,2,2,2,2,70,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
587,4,1,587_4_1,1,1,62,7,2,1,1,1,0,1,2,2,2,2,75,0,2,2,2,2,80,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
763,3,1,763_3_1,1,1,53,6,1,3,2,3,0,1,2,2,2,2,80,0,2,2,2,2,75,0,1,1,1,3,2,2,2,1,18,2,0,0,0,0,0,1,0,0,0,0,6
140,5,1,140_5_1,1,1,40,4,1,5,3,4,0,1,2,3,2,1,0,75,2,2,2,2,67,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
193,8,1,193_8_1,1,1,62,7,1,3,1,3,0,1,1,1,1,1,0,93,2,1,1,2,83,0,1,1,1,2,1,0,1,1,14,2,0,0,1,0,0,0,0,0,0,0,3
569,6,1,569_6_1,1,1,53,6,1,4,1,1,0,1,2,1,1,1,0,75,2,5,3,1,0,73,1,1,1,2,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
720,9,1,720_9_1,1,1,70,7,1,3,1,1,0,1,2,2,2,2,80,0,2,2,2,2,81,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,0,0,1,0,0,8
767,4,2,767_4_2,2,2,41,5,1,4,2,3,0,1,2,1,1,1,0,66,2,1,1,1,0,70,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
562,3,1,562_3_1,1,1,70,7,1,2,1,1,0,1,2,2,2,2,80,0,2,2,2,2,75,0,2,2,2,0,1,0,1,1,10,2,0,0,0,1,0,0,0,0,0,0,4
666,1,1,666_1_1,1,1,44,5,1,4,2,3,0,1,2,2,2,1,0,70,2,2,2,2,58,0,1,1,1,3,2,1,2,1,18,2,0,1,0,0,0,0,0,0,0,0,2
608,10,1,608_10_1,1,1,62,7,1,2,1,1,0,1,2,1,1,2,47,0,2,2,2,2,75,0,2,2,2,1,1,0,1,2,10,2,0,1,0,0,0,0,0,0,0,0,2
613,7,3,613_7_3,1,3,29,2,1,6,2,3,0,1,1,3,2,1,0,51,1,5,3,1,0,56,1,1,1,2,1,3,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
542,3,2,542_3_2,2,1,45,5,1,4,2,2,0,1,2,2,2,1,0,75,2,2,2,2,61,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,0,1,0,0,0,7
313,7,1,313_7_1,1,1,45,5,1,4,2,3,0,1,2,2,2,2,74,0,2,2,2,1,0,85,1,1,1,2,1,2,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
798,4,2,798_4_2,2,2,63,7,1,2,1,1,0,1,2,1,1,2,65,0,2,1,1,2,81,0,1,1,1,2,1,0,1,1,13,2,0,0,0,0,1,0,0,0,0,0,5
528,3,1,528_3_1,1,1,43,5,1,5,3,4,0,1,2,2,2,1,0,65,2,3,2,2,46,0,1,1,1,4,2,0,1,2,17,2,0,0,0,0,1,0,0,0,0,0,5
738,7,1,738_7_1,1,1,55,6,1,4,2,3,0,1,2,1,1,2,86,0,2,1,1,2,82,0,1,1,1,9,4,0,1,1,22,2,0,0,1,0,0,0,0,0,0,0,3
739,7,1,739_7_1,1,1,76,8,1,6,3,4,0,1,2,1,1,2,70,0,2,1,1,2,77,0,2,2,2,1,1,0,1,1,10,2,0,0,1,0,0,0,0,0,0,0,3
821,6,1,821_6_1,1,1,58,6,1,4,1,1,0,1,2,3,2,2,89,0,2,2,2,2,73,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,0,1,0,0,8
375,3,4,375_3_4,2,3,29,2,1,6,2,3,0,1,2,2,2,1,0,52,2,2,2,1,0,57,1,1,1,2,1,0,1,2,15,2,0,0,0,0,0,1,0,0,0,0,6
627,12,1,627_12_1,1,1,70,7,1,2,1,1,0,1,2,1,1,2,30,0,2,1,1,2,80,0,1,1,1,1,1,0,1,2,10,2,0,1,0,0,0,0,0,0,0,0,2
795,6,1,795_6_1,1,1,77,8,1,6,2,3,0,1,2,1,1,2,87,0,2,1,1,2,82,0,2,2,2,1,1,2,2,2,10,2,0,0,0,0,1,0,0,0,0,0,5
380,10,1,380_10_1,1,1,55,6,1,5,2,3,0,1,2,2,2,1,0,68,2,3,2,2,75,0,1,1,1,3,2,1,2,2,18,2,0,0,0,0,1,0,0,0,0,0,5
463,6,1,463_6_1,1,1,47,5,1,7,4,4,0,1,1,3,2,1,0,74,1,2,2,1,0,74,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
619,12,1,619_12_1,1,1,58,6,1,2,1,1,0,1,2,2,2,2,66,0,2,1,1,2,87,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
553,4,1,553_4_1,1,1,64,7,1,2,1,1,0,1,2,2,2,2,78,0,2,2,2,2,80,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
257,9,1,257_9_1,1,1,61,7,1,3,1,1,0,1,2,1,1,2,74,0,2,1,1,2,77,0,1,1,1,2,1,0,1,2,13,2,0,0,1,0,0,0,0,0,0,0,3
223,1,1,223_1_1,1,1,66,7,1,2,1,1,0,1,2,1,1,2,90,0,2,1,1,2,64,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
505,6,1,505_6_1,1,1,49,5,1,3,2,3,0,1,2,2,2,1,0,70,2,2,2,1,0,78,1,1,1,5,3,1,2,1,17,2,0,0,0,1,0,0,0,0,0,0,4
318,2,1,318_2_1,1,1,58,6,1,3,1,1,0,1,2,2,2,2,94,0,2,2,2,2,72,0,2,1,2,2,1,2,2,2,14,2,0,0,0,1,0,0,0,0,0,0,4
667,7,1,667_7_1,2,1,72,7,5,1,1,5,0,1,2,2,2,2,67,0,2,1,1,2,83,0,1,1,1,1,1,0,1,2,10,2,0,1,0,0,0,0,0,0,0,0,2
416,2,1,416_2_1,1,1,76,8,1,6,2,4,0,1,2,1,1,2,68,0,2,1,1,2,78,0,2,2,2,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
200,1,1,200_1_1,1,1,69,7,1,6,3,4,0,1,2,1,1,2,76,0,2,1,1,2,87,0,2,2,2,1,1,0,1,1,10,2,0,0,0,0,0,0,0,1,0,0,8
216,4,1,216_4_1,1,1,37,4,1,4,2,3,0,1,2,2,2,1,0,66,2,2,2,1,0,70,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
778,7,1,778_7_1,1,1,60,6,1,2,1,1,0,1,2,1,1,1,0,80,2,1,1,2,85,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,0,0,0,1,0,9
327,7,1,327_7_1,1,1,62,7,1,2,1,1,0,1,2,1,1,2,84,0,2,1,1,2,69,0,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
566,4,1,566_4_1,1,1,78,8,1,4,1,2,0,1,2,1,1,2,80,0,2,1,1,2,30,0,2,2,2,2,1,0,1,1,13,2,0,0,0,0,0,0,0,1,0,0,8
62,3,1,62_3_1,1,1,49,5,1,4,2,3,0,1,2,1,1,1,0,70,2,1,1,2,68,0,1,1,1,3,2,1,2,2,18,2,0,0,0,0,0,0,1,0,0,0,7
701,3,1,701_3_1,1,1,52,6,1,4,2,2,0,1,2,3,2,2,70,0,2,2,2,2,60,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
126,8,2,126_8_2,2,1,46,5,1,2,2,3,0,1,2,3,2,2,59,0,2,1,1,1,0,80,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
314,1,1,314_1_1,2,1,57,6,5,4,2,2,0,1,2,2,2,2,60,0,2,3,2,2,70,0,1,1,1,3,2,2,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
524,8,1,524_8_1,1,1,75,7,1,6,2,3,0,1,2,1,1,2,70,0,2,1,1,2,52,0,2,2,2,1,1,0,1,1,10,2,0,0,0,0,1,0,0,0,0,0,5
290,6,1,290_6_1,1,1,60,6,1,3,1,1,0,1,2,3,2,2,69,0,2,3,2,2,70,0,1,1,1,5,3,1,2,1,17,2,1,0,0,0,0,0,0,0,0,0,1
320,6,1,320_6_1,1,1,62,7,1,2,1,1,0,1,2,2,2,2,68,0,2,2,2,2,87,0,1,1,1,3,2,2,2,1,18,2,0,0,0,0,0,0,1,0,0,0,7
4,2,1,4_2_1,2,1,33,3,3,3,2,4,0,1,2,3,2,1,0,55,2,6,3,1,0,57,1,1,1,5,3,1,2,1,17,2,0,0,0,1,0,0,0,0,0,0,4
140,2,2,140_2_2,1,3,47,5,1,4,2,3,0,1,2,3,2,2,65,0,1,2,2,1,0,76,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
834,5,1,834_5_1,1,1,60,6,2,3,2,3,0,1,2,1,1,2,82,0,2,2,2,2,82,0,1,1,1,2,1,1,2,2,14,2,0,0,0,0,1,0,0,0,0,0,5
195,1,2,195_1_2,2,2,70,7,1,2,1,3,0,1,2,10,4,2,70,0,2,10,4,2,65,0,2,2,2,1,1,0,1,1,10,2,0,0,1,0,0,0,0,0,0,0,3
776,4,4,776_4_4,2,3,21,1,6,5,2,2,0,1,1,5,3,1,0,39,1,5,3,1,0,27,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
730,4,2,730_4_2,2,2,59,6,1,3,1,1,0,1,2,2,2,2,86,0,2,3,2,2,90,0,1,1,1,9,4,0,1,1,24,2,0,0,0,0,0,0,0,1,0,0,8
369,10,1,369_10_1,1,1,47,5,1,4,2,2,0,1,2,1,1,2,65,0,2,1,1,2,67,0,1,1,1,2,1,0,1,2,18,2,0,1,0,0,0,0,0,0,0,0,2
55,2,1,55_2_1,1,1,51,6,1,3,2,3,0,1,2,1,1,2,78,0,2,1,1,1,0,67,1,1,1,9,4,1,2,1,22,2,0,0,0,0,0,0,1,0,0,0,7
454,6,1,454_6_1,1,1,49,5,1,5,2,4,5,3,1,2,2,1,0,71,2,2,2,2,47,0,1,1,1,6,3,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
333,1,1,333_1_1,1,1,25,2,1,3,2,3,0,1,2,2,2,1,0,50,2,5,3,1,0,56,1,1,1,3,2,3,2,2,18,2,0,0,1,0,0,0,0,0,0,0,3
520,3,1,520_3_1,1,1,66,7,1,5,1,1,0,1,2,3,2,2,79,0,2,3,2,2,80,0,1,1,1,2,1,0,1,1,13,2,0,0,0,0,1,0,0,0,0,0,5
564,8,1,564_8_1,1,1,63,7,1,3,1,1,0,1,2,1,1,2,83,0,2,2,2,2,80,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
496,3,1,496_3_1,1,1,83,8,1,3,1,4,0,1,2,1,1,2,76,0,2,1,1,2,80,0,2,2,2,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
579,3,1,579_3_1,1,1,70,7,1,2,1,1,0,1,2,1,1,2,75,0,2,1,1,2,70,0,1,1,1,2,1,0,1,2,14,2,1,0,0,0,0,0,0,0,0,0,1
787,7,1,787_7_1,1,1,70,7,1,2,1,1,0,1,2,3,2,2,70,0,2,3,2,2,75,0,2,2,2,1,1,0,1,2,10,2,0,0,0,0,0,1,0,0,0,0,6
619,2,1,619_2_1,1,1,69,7,1,4,1,1,0,1,2,1,1,2,88,0,2,1,1,2,62,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
467,8,4,467_8_4,2,3,36,4,1,6,2,4,0,1,2,3,2,1,0,70,2,2,2,2,68,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,1,0,0,0,0,0,5
315,8,1,315_8_1,1,1,57,6,1,2,1,1,0,1,2,2,2,2,74,0,2,2,2,2,70,0,1,1,1,3,2,2,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
802,4,2,802_4_2,2,2,39,4,1,6,4,4,0,1,2,1,1,1,0,57,2,2,2,1,0,62,1,1,1,2,1,0,1,2,15,2,0,0,0,0,0,1,0,0,0,0,6
138,9,1,138_9_1,1,1,45,5,1,4,2,3,0,1,2,2,2,1,0,69,2,2,2,2,65,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
380,6,1,380_6_1,1,1,41,5,1,5,2,3,0,1,1,3,2,1,0,69,2,3,2,2,72,0,1,1,1,9,4,1,2,1,22,2,0,0,0,0,0,1,0,0,0,0,6
468,7,1,468_7_1,1,1,54,6,1,3,2,3,0,1,2,1,1,2,45,0,2,1,1,2,70,0,1,1,1,2,1,1,2,1,14,2,0,1,0,0,0,0,0,0,0,0,2
500,6,1,500_6_1,1,1,43,5,1,4,2,3,0,1,2,4,2,1,0,75,2,1,1,2,75,0,1,1,1,3,2,1,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
618,6,1,618_6_1,1,1,26,2,1,4,2,3,0,1,1,1,1,1,0,54,2,1,1,2,67,0,2,3,2,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
