uid,HH_Hhid,HH_Q02,HH_Q03,HH_Q04,HH_Q05y,HH_Q05m,HH_Q06,HH_Q07,HH_Q08,HH_Q09,HH_Q10,HH_Q11,HH_Q12,HH_Q13,HH_Q14,HH_Q15,HH_Q16,HH_Q17,HH_Q18,HH_Q19,HH_Q20,HH_Q21,HH_Q22,poverty_score
488_4_1,48804,1,1,19670321,45,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,65.0,,2,,2.0,2.0,82.0,,3.0
488_5_1,48805,1,1,19650709,47,2,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,1.0,2.0,50.0,,7.0
488_6_1,48806,1,1,19510110,61,8,1.0,1.0,2.0,0,1,2,,2.0,2.0,86.0,,2,,2.0,2.0,75.0,,4.0
488_8_1,48808,1,1,19300302,82,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,80.0,,3.0
488_11_1,48811,1,1,19490502,63,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,60.0,,3.0
489_1_1,48901,1,1,19480517,64,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,60.0,,2,,2.0,2.0,86.0,,5.0
489_2_1,48902,1,1,19540821,58,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,76.0,,2,,1.0,2.0,72.0,,7.0
489_3_1,48903,1,1,19720303,40,6,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,1.0,2.0,68.0,,7.0
489_4_1,48904,1,1,19630214,49,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,70.0,,6.0
489_5_2,48905,2,1,19630820,49,1,1.0,1.0,1.0,0,1,2,,1.0,1.0,,76.0,2,,1.0,1.0,,80.0,7.0
489_6_2,48906,2,2,19770218,35,7,1.0,1.0,1.0,0,1,2,,2.0,1.0,,57.0,2,,2.0,1.0,,58.0,4.0
489_7_1,48907,1,1,19530209,59,7,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,1.0,2.0,73.0,,7.0
489_8_2,48908,2,2,19520904,60,0,1.0,1.0,1.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,70.0,,2.0
490_2_2,49002,2,1,19690110,43,8,1.0,1.0,1.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,74.0,7.0
490_3_1,49003,1,1,19640916,48,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,72.0,,7.0
490_5_2,49005,2,1,19680519,44,4,1.0,1.0,1.0,0,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,74.0,,7.0
490_7_2,49007,2,1,19690110,43,8,1.0,1.0,1.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,78.0,,7.0
490_8_2,49008,2,1,19700522,42,4,1.0,1.0,1.0,0,1,2,,1.0,1.0,,74.0,2,,1.0,1.0,,76.0,7.0
490_10_2,49010,2,1,19671225,44,8,1.0,1.0,1.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,72.0,,7.0
490_11_1,49011,1,1,19380429,74,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,78.0,,7.0
491_1_1,49101,1,1,19491029,62,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,73.0,,7.0
491_2_1,49102,1,1,19710201,41,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,68.0,2,,1.0,1.0,,73.0,7.0
491_3_1,49103,1,1,19440421,68,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,79.0,,5.0
491_4_1,49104,1,1,19600401,52,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,73.0,,2,,2.0,2.0,80.0,,7.0
491_6_1,49106,1,1,19500828,62,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,82.0,,7.0
491_8_1,49108,1,1,19540610,58,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,72.0,,2,,1.0,2.0,81.0,,7.0
492_1_2,49201,2,2,19611107,50,10,1.0,1.0,1.0,0,1,2,,2.0,2.0,68.0,,2,,1.0,2.0,73.0,,6.0
492_2_1,49202,1,1,19761004,35,11,1.0,1.0,2.0,0,1,2,,1.0,1.0,,75.0,2,,1.0,2.0,83.0,,7.0
492_3_1,49203,1,1,19300523,82,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,84.0,,2,,1.0,2.0,78.0,,6.0
492_4_1,49204,1,1,19610405,51,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,79.0,,2,,2.0,2.0,83.0,,7.0
492_5_1,49205,1,1,19480807,64,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,70.0,,5.0
492_6_1,49206,1,1,19511115,60,10,1.0,1.0,2.0,0,1,2,,1.0,1.0,,80.0,2,,2.0,2.0,76.0,,6.0
492_7_1,49207,1,1,19640617,48,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,80.0,2,,1.0,2.0,76.0,,7.0
492_8_1,49208,1,1,19500527,62,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,79.0,,2,,1.0,2.0,82.0,,6.0
493_1_1,49301,1,1,19550606,57,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,2.0,2.0,76.0,,7.0
493_2_1,49302,1,1,19580618,54,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,69.0,2,,1.0,2.0,75.0,,7.0
493_3_1,49303,1,1,19441122,67,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,2.0,2.0,70.0,,5.0
493_4_1,49304,1,1,19610603,51,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,69.0,,2,,2.0,1.0,,76.0,7.0
493_5_1,49305,1,1,19440630,68,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,74.0,,2,,2.0,2.0,78.0,,7.0
493_6_1,49306,1,1,19330503,79,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,88.0,,6.0
493_7_1,49307,1,1,19711207,40,9,1.0,1.0,2.0,0,1,2,,1.0,1.0,,66.0,2,,2.0,1.0,,70.0,7.0
493_8_1,49308,1,1,19430504,69,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,1.0,2.0,80.0,,6.0
494_2_1,49402,1,1,19600905,52,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,83.0,2,,1.0,2.0,69.0,,8.0
494_3_1,49403,1,1,19471117,64,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,80.0,,3.0
494_4_1,49404,1,1,19410912,71,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,93.0,,6.0
494_5_1,49405,1,1,19670501,45,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,69.0,,2,,2.0,2.0,82.0,,7.0
494_6_1,49406,1,1,19521027,59,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,80.0,,8.0
494_7_1,49407,1,1,19590330,53,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,80.0,2,,1.0,1.0,,75.0,4.0
494_8_1,49408,1,1,19460310,66,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,91.0,,2,,1.0,2.0,90.0,,8.0
495_1_1,49501,1,1,19590309,53,6,1.0,1.0,2.0,0,1,2,,1.0,1.0,,83.0,2,,1.0,2.0,67.0,,5.0
495_3_1,49503,1,1,19450228,67,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,50.0,,2,,1.0,2.0,42.0,,6.0
495_4_1,49504,1,1,19720111,40,8,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,9.0,2.0,62.0,,7.0
495_5_1,49505,1,1,19480329,64,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,90.0,,2,,1.0,2.0,61.0,,4.0
495_6_1,49506,1,1,19801027,31,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,67.0,,2,,1.0,2.0,70.0,,4.0
495_7_1,49507,1,1,19650607,47,3,1.0,1.0,2.0,0,1,2,,1.0,1.0,,80.0,2,,1.0,2.0,45.0,,5.0
495_8_1,49508,1,1,19510202,61,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,83.0,,2,,2.0,2.0,67.0,,4.0
496_1_1,49601,1,1,19511112,60,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,2.0,1.0,,89.0,6.0
496_2_1,49602,1,1,19500322,62,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,84.0,,2,,2.0,2.0,80.0,,7.0
496_3_1,49603,1,1,19290605,83,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,80.0,,6.0
496_5_1,49605,1,1,19370920,74,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,78.0,,6.0
496_6_1,49606,1,1,19610430,51,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,3.0,2.0,78.0,,7.0
496_7_1,49607,1,1,19650108,47,8,1.0,1.0,2.0,0,1,2,,3.0,1.0,,72.0,2,,2.0,2.0,80.0,,7.0
496_8_1,49608,1,1,19600229,52,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,84.0,2,,1.0,2.0,69.0,,8.0
497_1_1,49701,1,1,19570609,55,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,82.0,2,,2.0,2.0,87.0,,6.0
497_2_1,49702,1,1,19550416,57,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,82.0,,6.0
497_4_1,49704,1,1,19361126,75,10,1.0,2.0,,0,1,2,,2.0,2.0,83.0,,2,,1.0,2.0,80.0,,6.0
497_5_1,49705,1,1,19470205,65,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,88.0,,6.0
497_6_1,49706,1,1,19630613,49,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,79.0,2,,1.0,2.0,84.0,,7.0
497_7_1,49707,1,1,19630404,49,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,3.0,1.0,,83.0,8.0
498_1_1,49801,2,1,19610210,51,6,4.0,,,0,1,2,,3.0,2.0,75.0,,2,,2.0,2.0,79.0,,5.0
498_2_1,49802,1,1,19520128,60,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,73.0,,2,,1.0,2.0,55.0,,5.0
498_3_1,49803,1,1,19521225,59,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,71.0,,6.0
498_4_1,49804,1,1,19550327,57,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,83.0,,6.0
498_5_1,49805,1,1,19610519,51,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,75.0,,3.0
498_6_1,49806,1,1,19610606,51,3,1.0,1.0,2.0,0,1,2,,1.0,1.0,,85.0,2,,1.0,2.0,60.0,,4.0
498_8_1,49808,1,1,19570517,55,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,71.0,,4.0
499_2_1,49902,1,1,19601219,51,8,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,3.0,2.0,62.0,,5.0
499_3_1,49903,1,1,19430908,69,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,71.0,,5.0
499_4_1,49904,1,1,19591110,52,10,1.0,1.0,2.0,0,1,2,,1.0,1.0,,76.0,2,,1.0,2.0,55.0,,4.0
499_7_1,49907,2,1,19410908,71,0,2.0,2.0,,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,72.0,,6.0
499_8_1,49908,1,1,19520720,60,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,33.0,,8.0
499_9_1,49909,1,1,19600218,52,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,65.0,,3.0
500_3_1,50003,1,1,19830125,29,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,69.0,,2,,1.0,2.0,69.0,,3.0
500_5_1,50005,1,1,19390303,73,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,66.0,,2,,1.0,2.0,78.0,,3.0
500_6_1,50006,1,1,19690217,43,6,1.0,1.0,2.0,0,1,2,,4.0,1.0,,75.0,2,,1.0,2.0,75.0,,5.0
500_7_1,50007,1,1,19401023,71,10,2.0,2.0,,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,80.0,,4.0
500_8_1,50008,1,1,19570314,55,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,81.0,,4.0
500_9_1,50009,1,1,19631010,48,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,71.0,,2,,2.0,2.0,74.0,,4.0
501_1_1,50101,1,1,19640501,48,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,1.0,1.0,,81.0,3.0
501_3_1,50103,1,1,19460731,66,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,88.0,2,,1.0,2.0,78.0,,4.0
501_4_1,50104,1,1,19750726,37,1,1.0,1.0,2.0,0,1,2,,2.0,1.0,,63.0,2,,2.0,1.0,,70.0,4.0
501_5_1,50105,1,1,19400528,72,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,82.0,,5.0
501_6_1,50106,1,1,19680704,44,2,1.0,1.0,2.0,10,1,2,,2.0,1.0,,67.0,2,,2.0,1.0,,68.0,3.0
501_7_1,50107,1,1,19500202,62,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,83.0,2,,1.0,2.0,78.0,,3.0
501_8_1,50108,1,1,19670618,45,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,68.0,2,,2.0,2.0,60.0,,5.0
502_2_1,50202,1,1,19580105,54,8,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,1.0,2.0,75.0,,4.0
502_4_1,50204,1,1,19780319,34,6,1.0,1.0,2.0,3,1,1,5.0,,,,,2,,2.0,2.0,84.0,,3.0
502_5_1,50205,1,1,19660808,46,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,68.0,2,,2.0,2.0,73.0,,4.0
502_6_2,50206,2,1,19671015,44,11,1.0,1.0,1.0,0,1,2,,1.0,1.0,,67.0,2,,1.0,1.0,,74.0,5.0
502_7_1,50207,1,1,19760728,36,1,1.0,1.0,2.0,6,1,2,,2.0,1.0,,62.0,2,,2.0,1.0,,67.0,3.0
502_8_1,50208,1,1,19561101,55,11,1.0,1.0,2.0,0,1,2,,1.0,1.0,,83.0,2,,1.0,2.0,80.0,,3.0
503_1_1,50301,1,1,19590820,53,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,73.0,2,,1.0,2.0,73.0,,3.0
503_2_1,50302,1,1,19660810,46,1,1.0,1.0,2.0,0,1,2,,2.0,1.0,,73.0,2,,2.0,2.0,73.0,,3.0
503_3_1,50303,1,1,19390103,73,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,79.0,,4.0
503_5_1,50305,1,1,19460424,66,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,78.0,,4.0
503_6_1,50306,1,1,19430522,69,4,4.0,,,0,1,2,,1.0,2.0,73.0,,2,,1.0,2.0,76.0,,3.0
503_8_1,50308,1,1,19581210,53,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,35.0,,2,,2.0,1.0,,80.0,6.0
504_1_1,50401,1,1,19450112,67,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,90.0,2,,1.0,2.0,72.0,,3.0
504_2_1,50402,1,1,19450115,67,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,79.0,,3.0
504_3_1,50403,1,1,19640202,48,7,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,1.0,2.0,80.0,,4.0
504_4_1,50404,1,1,19500322,62,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,73.0,,2,,1.0,2.0,78.0,,4.0
504_6_1,50406,2,1,19541201,57,9,4.0,,,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,78.0,,6.0
504_8_1,50408,2,1,19541129,57,9,1.0,2.0,,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,79.0,,2.0
505_1_1,50501,1,1,19330209,79,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,83.0,,4.0
505_3_1,50503,1,1,19220118,90,7,4.0,,,0,1,2,,1.0,2.0,82.0,,2,,1.0,2.0,85.0,,3.0
505_5_1,50505,1,1,19480106,64,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,75.0,,3.0
505_6_1,50506,1,1,19630328,49,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,78.0,4.0
505_7_1,50507,1,1,19660201,46,7,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,1.0,2.0,78.0,,5.0
505_8_1,50508,1,1,19650620,47,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,69.0,,2,,1.0,2.0,76.0,,4.0
505_10_1,50510,2,1,19550118,57,7,4.0,,,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,75.0,,3.0
506_1_1,50601,1,1,19370711,75,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,73.0,,8.0
506_2_1,50602,1,1,19540220,58,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,71.0,,2,,1.0,2.0,77.0,,6.0
506_3_1,50603,1,1,19601225,51,8,1.0,1.0,2.0,4,1,1,3.0,,,,,2,,1.0,2.0,78.0,,7.0
506_5_1,50605,1,1,19270507,85,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,79.0,,2,,1.0,2.0,82.0,,7.0
506_6_1,50606,1,1,19480915,63,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,69.0,,2,,1.0,2.0,72.0,,6.0
506_8_1,50608,1,1,19700703,42,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,73.0,7.0
507_1_1,50701,2,1,19540829,58,0,1.0,2.0,,0,1,2,,2.0,2.0,70.0,,2,,2.0,1.0,,70.0,2.0
507_2_1,50702,1,1,19520101,60,8,1.0,1.0,2.0,0,1,2,,2.0,1.0,,87.0,2,,2.0,2.0,60.0,,5.0
507_3_1,50703,1,1,19430401,69,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,82.0,,2,,1.0,2.0,70.0,,5.0
507_4_1,50704,1,1,19660710,46,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,72.0,2,,3.0,2.0,80.0,,4.0
507_5_1,50705,1,1,19650618,47,2,1.0,1.0,2.0,0,1,2,,3.0,2.0,82.0,,2,,3.0,2.0,72.0,,4.0
507_6_1,50706,1,1,19860510,26,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,55.0,2,,3.0,1.0,,60.0,5.0
507_7_1,50707,1,1,19780225,34,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,70.0,2,,3.0,1.0,,75.0,5.0
507_8_1,50708,2,1,19560704,56,2,4.0,,,0,1,2,,3.0,2.0,30.0,,2,,3.0,2.0,70.0,,5.0
508_1_1,50801,2,1,19411204,70,9,4.0,,,0,1,2,,1.0,2.0,36.0,,2,,1.0,2.0,95.0,,3.0
508_2_1,50802,1,1,19690710,43,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,3.0,1.0,,72.0,6.0
508_4_1,50804,2,1,19540522,58,3,4.0,,,0,1,2,,2.0,2.0,84.0,,2,,2.0,2.0,85.0,,5.0
508_5_1,50805,2,1,19440707,68,3,4.0,,,0,1,2,,10.0,2.0,36.0,,2,,10.0,2.0,74.0,,5.0
508_6_1,50806,1,1,19510704,61,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,74.0,,2,,2.0,2.0,81.0,,7.0
508_9_1,50809,1,1,19570510,55,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,75.0,2,,2.0,2.0,70.0,,3.0
509_1_1,50901,1,1,19760810,36,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,64.0,2,,2.0,1.0,,64.0,6.0
509_3_1,50903,1,1,19730604,39,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,70.0,2,,3.0,2.0,68.0,,7.0
509_4_1,50904,1,1,19640418,48,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,81.0,,2,,1.0,2.0,78.0,,7.0
509_6_1,50906,1,1,19480121,64,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,81.0,,2,,1.0,2.0,80.0,,8.0
509_7_1,50907,2,1,19640603,48,4,4.0,,,0,1,2,,1.0,2.0,69.0,,2,,1.0,2.0,70.0,,3.0
510_1_1,51001,1,1,19630710,49,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,71.0,2,,2.0,1.0,,74.0,6.0
510_2_1,51002,2,1,19640911,48,1,4.0,,,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,73.0,,5.0
510_3_1,51003,1,1,19610520,51,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,73.0,2,,2.0,2.0,70.0,,7.0
510_4_1,51004,1,1,19540521,58,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,80.0,2,,2.0,2.0,75.0,,6.0
510_5_1,51005,1,1,19660101,46,9,1.0,1.0,2.0,0,1,2,,3.0,1.0,,74.0,2,,3.0,1.0,,77.0,8.0
510_6_1,51006,1,1,19400101,72,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,78.0,,8.0
510_7_1,51007,1,1,19440101,68,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,78.0,,7.0
510_8_1,51008,1,1,19630418,49,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,1.0,2.0,70.0,,4.0
511_2_1,51102,1,1,19611010,50,11,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,2,,2.0,2.0,80.0,,6.0
511_3_1,51103,1,1,19400928,72,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,80.0,,6.0
511_4_1,51104,1,1,19570312,55,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,69.0,,2,,3.0,2.0,70.0,,6.0
511_5_1,51105,1,1,19600328,52,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,80.0,,2,,2.0,2.0,78.0,,6.0
511_7_1,51107,1,1,19561220,55,9,1.0,1.0,2.0,0,1,2,,4.0,2.0,78.0,,2,,3.0,2.0,80.0,,6.0
511_8_1,51108,1,1,19520210,60,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,79.0,,2,,3.0,2.0,80.0,,6.0
511_10_1,51110,1,1,19750425,37,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,57.0,2,,3.0,1.0,,60.0,6.0
512_1_1,51201,1,1,19550612,57,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,1.0,2.0,78.0,,6.0
512_2_1,51202,1,1,19530401,59,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,67.0,,2,,1.0,2.0,77.0,,7.0
512_3_1,51203,1,1,19440907,67,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,67.0,,2,,1.0,2.0,69.0,,7.0
512_5_1,51205,1,1,19850722,27,1,5.0,,,0,1,2,,1.0,1.0,,59.0,2,,1.0,1.0,,66.0,6.0
512_7_1,51207,1,1,19690716,43,1,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,1.0,2.0,77.0,,6.0
512_8_1,51208,1,1,19460415,66,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,1.0,2.0,79.0,,6.0
512_9_1,51209,1,1,19680422,44,4,2.0,2.0,,0,1,2,,2.0,1.0,,66.0,2,,2.0,1.0,,72.0,7.0
513_1_1,51301,1,1,19630507,49,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,2.0,68.0,,7.0
513_2_1,51302,1,1,19550517,57,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,69.0,,2,,2.0,2.0,71.0,,6.0
513_4_1,51304,1,1,19661203,45,9,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,2.0,2.0,70.0,,7.0
513_5_1,51305,1,1,19590805,53,1,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,2.0,2.0,69.0,,7.0
513_6_1,51306,1,1,19550404,57,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,67.0,,2,,3.0,2.0,65.0,,7.0
513_7_1,51307,1,1,19600320,52,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,72.0,,2,,2.0,2.0,75.0,,8.0
513_8_1,51308,1,1,19470523,65,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,68.0,,8.0
514_1_1,51401,1,1,19710619,41,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,3.0,2.0,70.0,,6.0
514_2_1,51402,1,1,19770320,35,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,60.0,2,,3.0,1.0,,60.0,6.0
514_3_1,51403,1,1,19590619,53,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,69.0,,2,,2.0,2.0,70.0,,6.0
514_6_1,51406,1,1,19630803,49,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,75.0,2,,1.0,2.0,79.0,,6.0
514_7_1,51407,1,1,19531120,58,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,3.0,2.0,65.0,,7.0
514_8_1,51408,1,1,19770713,35,1,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,3.0,2.0,62.0,,7.0
515_1_2,51501,2,2,19621213,49,8,1.0,1.0,1.0,0,1,2,,1.0,1.0,,69.0,2,,2.0,1.0,,75.0,5.0
515_2_1,51502,1,1,19500428,62,4,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,1.0,2.0,70.0,,4.0
515_3_1,51503,1,1,19721009,39,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,67.0,,2,,1.0,2.0,81.0,,4.0
515_4_2,51504,2,2,19710111,41,7,1.0,1.0,1.0,0,1,2,,2.0,1.0,,64.0,2,,2.0,2.0,55.0,,5.0
515_6_1,51506,1,1,19350502,77,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,95.0,,2,,1.0,2.0,95.0,,5.0
515_8_2,51508,2,2,19620715,50,1,1.0,1.0,1.0,0,1,2,,2.0,2.0,66.0,,2,,2.0,2.0,72.0,,5.0
516_1_1,51601,1,1,19540525,58,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,38.0,,2,,1.0,2.0,59.0,,4.0
516_3_1,51603,1,1,19440202,68,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,90.0,,2,,3.0,2.0,88.0,,5.0
516_4_1,51604,1,1,19580308,54,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,46.0,,2,,3.0,2.0,60.0,,5.0
516_6_1,51606,1,1,19620824,50,0,1.0,1.0,2.0,0,1,2,,2.0,1.0,,75.0,2,,2.0,2.0,60.0,,4.0
516_7_1,51607,1,1,19500608,62,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,83.0,,2,,1.0,2.0,55.0,,5.0
